SATISFACTION_LEVEL,LAST_EVALUATION,NUMBER_PROJECT,AVERAGE_MONTLY_HOURS,TIME_SPEND_COMPANY,WORK_ACCIDENT,QUIT_THE_COMPANY,PROMOTION_LAST_5YEARS,DEPARTMENTS,SALARY,EMPLOYEE_ID,ABSENTEEISM,JOB_ROLE,MANAGER_FEEDBACK_SCORE,REMOTE_WORK,ENGAGEMENT_SCORE
0.63,0.41,3.0,180,5.0,1.0,0,0,marketing,medium,EMP10085,5,Marketing Analyst,5.5,0,0.59
0.82,0.68,3.0,140,2.0,0.0,0,0,sales,low,EMP04607,4,Sales Executive,7.6,0,0.79
0.77,0.92,5.0,235,5.0,0.0,1,0,IT,low,EMP00757,7,IT Support,7.3,1,0.75
0.83,0.55,5.0,261,5.0,0.0,0,0,sales,medium,EMP02689,9,Sales Executive,8.2,1,0.82
0.38,0.54,2.0,150,3.0,0.0,1,0,sales,medium,EMP01091,14,Sales Executive,3.1,0,0.34
0.79,0.86,5.0,235,5.0,0.0,1,0,support,medium,EMP14868,8,Customer Support,7.5,0,0.77
0.10,0.93,6.0,298,4.0,0.0,1,0,technical,medium,EMP14598,7,Software Engineer,1.0,0,0.10
0.95,0.69,4.0,207,2.0,1.0,0,0,technical,low,EMP04867,9,Software Engineer,9.7,1,0.96
0.95,0.70,4.0,139,3.0,0.0,0,0,marketing,low,EMP06115,9,Marketing Analyst,9.3,0,0.94
0.64,0.53,3.0,216,3.0,0.0,0,0,accounting,high,EMP09998,5,Financial Analyst,7.1,0,0.68
0.80,0.80,3.0,271,4.0,0.0,0,0,sales,low,EMP06884,3,Sales Executive,8.4,0,0.82
0.78,0.81,4.0,253,5.0,0.0,1,0,marketing,low,EMP01375,3,Marketing Analyst,6.3,0,0.70
0.89,0.69,4.0,170,3.0,0.0,0,0,product_mng,low,EMP09532,5,Product Manager,7.9,0,0.84
0.10,0.90,7.0,269,4.0,0.0,1,0,accounting,medium,EMP01863,17,Financial Analyst,1.0,0,0.10
0.84,0.85,3.0,243,2.0,0.0,0,0,accounting,low,EMP05805,6,Financial Analyst,7.5,0,0.80
0.44,0.65,3.0,175,2.0,0.0,0,0,IT,low,EMP11806,17,IT Support,5.3,0,0.48
0.95,0.65,5.0,142,2.0,1.0,0,0,sales,low,EMP09631,7,Sales Executive,7.9,0,0.87
0.19,0.90,5.0,172,2.0,0.0,0,0,support,low,EMP08630,9,Customer Support,2.2,0,0.20
0.40,0.49,2.0,144,3.0,0.0,1,0,support,low,EMP01879,7,Customer Support,4.0,0,0.40
0.41,0.49,2.0,146,3.0,0.0,1,0,IT,low,EMP14504,14,IT Support,5.3,1,0.47
0.40,0.50,2.0,130,3.0,0.0,1,0,sales,low,EMP14302,7,Sales Executive,2.4,0,0.32
0.95,0.68,5.0,225,3.0,0.0,0,0,sales,medium,EMP05744,8,Sales Executive,10.0,0,0.98
0.44,0.50,2.0,138,3.0,0.0,1,0,support,medium,EMP01120,14,Customer Support,3.6,1,0.40
0.64,0.78,5.0,148,4.0,0.0,0,0,sales,high,EMP05287,8,Sales Executive,6.8,0,0.66
0.10,0.81,6.0,268,4.0,0.0,1,0,marketing,low,EMP12315,9,Marketing Analyst,1.0,1,0.10
0.96,0.62,4.0,253,7.0,0.0,0,0,sales,medium,EMP11904,9,Sales Executive,9.2,0,0.94
0.69,0.51,3.0,176,2.0,0.0,0,0,support,low,EMP06235,0,Customer Support,8.1,0,0.75
0.83,0.54,3.0,149,3.0,0.0,0,0,support,low,EMP02187,6,Customer Support,8.1,0,0.82
0.54,0.74,4.0,160,6.0,0.0,0,0,technical,low,EMP09676,4,Software Engineer,7.7,1,0.66
0.76,0.64,4.0,234,2.0,0.0,0,0,sales,high,EMP10775,9,Sales Executive,8.6,0,0.81
0.96,0.93,3.0,156,3.0,0.0,0,0,sales,low,EMP07039,6,Sales Executive,8.9,1,0.92
0.89,0.50,2.0,238,4.0,0.0,0,0,RandD,low,EMP07629,9,Research Scientist,8.3,1,0.86
0.52,0.39,6.0,246,4.0,0.0,0,0,sales,medium,EMP08337,8,Sales Executive,6.0,0,0.56
0.91,0.99,5.0,265,5.0,1.0,1,0,technical,medium,EMP01433,9,Software Engineer,10.0,1,0.96
0.93,0.94,4.0,233,6.0,0.0,0,0,IT,medium,EMP13296,1,IT Support,7.7,0,0.85
0.50,0.77,4.0,180,3.0,0.0,0,0,sales,medium,EMP10864,8,Sales Executive,5.7,0,0.54
0.98,0.70,3.0,153,10.0,0.0,0,0,management,high,EMP13558,8,Operations Manager,10.0,0,0.99
0.77,0.68,3.0,98,3.0,0.0,0,0,support,medium,EMP14083,4,Customer Support,6.9,1,0.73
0.88,0.81,5.0,193,5.0,0.0,0,0,technical,medium,EMP02175,0,Software Engineer,8.4,0,0.86
0.62,0.51,4.0,274,2.0,0.0,0,0,support,medium,EMP08372,6,Customer Support,4.6,0,0.54
0.99,0.79,3.0,271,4.0,0.0,0,0,marketing,high,EMP07108,9,Marketing Analyst,9.4,1,0.97
0.15,0.53,6.0,222,3.0,0.0,0,0,technical,medium,EMP02103,8,Software Engineer,1.7,0,0.16
0.11,0.79,6.0,292,4.0,0.0,1,1,technical,low,EMP14499,10,Software Engineer,2.7,1,0.19
0.52,0.56,3.0,225,3.0,0.0,0,0,accounting,medium,EMP07357,8,Financial Analyst,6.9,0,0.60
0.67,0.59,3.0,177,3.0,1.0,0,0,IT,low,EMP02657,5,IT Support,5.7,0,0.62
0.10,0.93,6.0,253,4.0,0.0,1,0,IT,medium,EMP12295,18,IT Support,2.5,0,0.18
0.16,0.70,6.0,246,4.0,0.0,0,0,support,medium,EMP10004,16,Customer Support,1.0,1,0.13
0.88,0.85,3.0,220,3.0,0.0,0,0,management,medium,EMP10899,9,Operations Manager,8.2,0,0.85
0.78,0.93,4.0,225,5.0,0.0,1,0,sales,medium,EMP01935,5,Sales Executive,7.5,0,0.76
0.86,0.64,4.0,263,3.0,0.0,0,0,sales,medium,EMP07875,4,Sales Executive,8.9,0,0.88
0.96,0.62,4.0,217,2.0,0.0,0,0,support,medium,EMP02953,1,Customer Support,9.7,0,0.96
0.86,0.97,4.0,258,3.0,0.0,0,0,technical,high,EMP10211,9,Software Engineer,9.0,0,0.88
0.84,0.52,4.0,251,3.0,0.0,0,0,RandD,low,EMP07248,9,Research Scientist,8.2,0,0.83
0.18,0.90,4.0,282,4.0,0.0,0,0,product_mng,medium,EMP13119,13,Product Manager,2.8,0,0.23
0.68,0.97,3.0,174,2.0,0.0,0,0,support,low,EMP11060,6,Customer Support,7.5,1,0.72
0.37,0.49,2.0,151,3.0,0.0,1,0,sales,low,EMP14692,18,Sales Executive,4.5,1,0.41
0.61,0.62,2.0,192,2.0,1.0,0,0,support,low,EMP06388,4,Customer Support,8.2,0,0.72
0.70,0.48,4.0,237,3.0,0.0,0,0,sales,low,EMP07045,3,Sales Executive,6.3,1,0.66
0.39,0.54,2.0,127,3.0,0.0,1,0,sales,low,EMP00759,14,Sales Executive,5.6,0,0.48
0.73,0.66,6.0,195,3.0,0.0,0,1,technical,medium,EMP05041,7,Software Engineer,6.7,0,0.70
0.82,0.65,4.0,210,2.0,0.0,0,0,accounting,medium,EMP03313,3,Financial Analyst,9.6,0,0.89
0.38,0.53,2.0,138,3.0,0.0,1,0,product_mng,low,EMP00830,16,Product Manager,3.3,0,0.36
0.56,0.85,3.0,225,3.0,0.0,0,0,IT,high,EMP04721,0,IT Support,6.4,1,0.60
0.91,0.94,5.0,159,3.0,0.0,0,0,technical,low,EMP13086,0,Software Engineer,9.3,0,0.92
0.50,0.75,3.0,204,2.0,0.0,0,0,technical,high,EMP10804,4,Software Engineer,6.9,0,0.60
0.92,0.67,4.0,241,3.0,0.0,0,0,technical,high,EMP06913,3,Software Engineer,8.3,0,0.88
0.63,0.90,4.0,188,4.0,1.0,0,0,sales,low,EMP08332,8,Sales Executive,5.0,0,0.56
0.48,0.90,4.0,201,4.0,0.0,0,0,marketing,medium,EMP02448,14,Marketing Analyst,4.2,1,0.45
0.59,0.64,5.0,123,2.0,0.0,0,0,product_mng,low,EMP13554,6,Product Manager,8.4,1,0.72
0.70,0.98,3.0,215,2.0,0.0,0,0,sales,low,EMP05956,7,Sales Executive,5.7,0,0.64
0.56,0.57,3.0,205,3.0,0.0,0,0,technical,medium,EMP08073,5,Software Engineer,5.8,1,0.57
0.56,0.78,3.0,200,2.0,0.0,0,0,support,medium,EMP07104,9,Customer Support,4.5,0,0.50
0.11,0.85,7.0,302,4.0,0.0,1,0,sales,low,EMP12332,17,Sales Executive,1.0,1,0.11
0.66,0.56,2.0,104,3.0,1.0,0,0,support,medium,EMP10510,7,Customer Support,5.0,1,0.58
0.93,0.73,4.0,153,2.0,1.0,0,0,IT,medium,EMP06246,9,IT Support,9.6,0,0.94
0.72,0.70,4.0,172,3.0,0.0,0,0,IT,medium,EMP10670,2,IT Support,7.0,1,0.71
0.64,0.90,5.0,266,3.0,0.0,0,0,support,low,EMP10919,7,Customer Support,5.3,0,0.58
0.10,0.88,7.0,267,4.0,0.0,1,0,management,medium,EMP12616,8,Operations Manager,1.9,0,0.15
0.76,0.57,4.0,266,3.0,0.0,0,0,sales,low,EMP06282,7,Sales Executive,8.6,0,0.81
0.50,0.84,3.0,150,2.0,0.0,0,0,marketing,low,EMP09395,0,Marketing Analyst,5.4,1,0.52
0.35,0.99,3.0,236,4.0,0.0,1,0,sales,medium,EMP12696,8,Sales Executive,4.7,0,0.41
0.63,0.50,4.0,172,2.0,0.0,0,0,technical,low,EMP10192,5,Software Engineer,6.0,1,0.62
0.25,0.59,4.0,166,5.0,0.0,0,0,sales,low,EMP06736,14,Sales Executive,2.8,0,0.26
0.89,0.76,3.0,251,2.0,1.0,0,0,sales,low,EMP07201,1,Sales Executive,8.6,0,0.88
0.39,0.54,2.0,133,3.0,0.0,1,0,marketing,low,EMP01460,9,Marketing Analyst,4.1,1,0.40
0.76,0.65,3.0,254,2.0,0.0,0,0,sales,low,EMP09793,2,Sales Executive,7.8,0,0.77
0.54,0.60,4.0,141,3.0,0.0,0,0,marketing,low,EMP03442,3,Marketing Analyst,5.4,0,0.54
0.10,0.81,7.0,291,4.0,0.0,1,0,sales,high,EMP12697,5,Sales Executive,1.4,1,0.12
0.51,0.54,4.0,166,4.0,1.0,0,0,sales,low,EMP08331,2,Sales Executive,6.5,0,0.58
0.88,0.99,5.0,253,2.0,0.0,0,0,technical,medium,EMP12878,9,Software Engineer,8.6,1,0.87
0.94,0.92,3.0,273,3.0,0.0,0,0,technical,high,EMP09046,1,Software Engineer,8.4,1,0.89
0.57,0.70,3.0,172,3.0,0.0,0,0,technical,low,EMP08206,1,Software Engineer,5.5,0,0.56
0.90,0.59,3.0,247,2.0,0.0,0,0,sales,medium,EMP10164,6,Sales Executive,8.9,1,0.90
0.50,0.69,4.0,177,2.0,0.0,0,0,support,low,EMP04097,8,Customer Support,6.0,0,0.55
0.59,0.87,4.0,191,2.0,0.0,0,0,technical,low,EMP05768,1,Software Engineer,4.8,1,0.53
0.09,0.82,6.0,250,4.0,0.0,1,0,support,low,EMP12129,8,Customer Support,1.7,1,0.13
0.53,0.71,3.0,125,2.0,1.0,0,0,sales,low,EMP07657,6,Sales Executive,5.4,0,0.54
0.68,0.70,5.0,168,2.0,0.0,0,0,accounting,medium,EMP02674,2,Financial Analyst,7.7,0,0.73
0.36,0.50,2.0,132,3.0,0.0,1,0,technical,low,EMP00135,9,Software Engineer,4.7,0,0.42
0.54,0.58,3.0,234,3.0,0.0,0,0,sales,medium,EMP06970,0,Sales Executive,5.0,0,0.52
0.87,0.93,4.0,268,2.0,0.0,0,0,sales,low,EMP04302,9,Sales Executive,7.8,0,0.82
0.68,0.75,4.0,258,3.0,0.0,0,0,management,high,EMP14054,4,Operations Manager,7.3,1,0.70
0.32,0.81,2.0,249,3.0,0.0,0,0,accounting,low,EMP02930,18,Financial Analyst,3.1,0,0.32
0.15,0.89,3.0,251,4.0,0.0,0,0,marketing,high,EMP10313,13,Marketing Analyst,1.0,0,0.12
0.16,0.54,5.0,206,5.0,0.0,0,0,sales,medium,EMP12838,9,Sales Executive,1.8,0,0.17
0.43,0.50,2.0,161,3.0,0.0,1,0,technical,low,EMP00800,14,Software Engineer,2.3,0,0.33
0.59,0.96,5.0,211,3.0,0.0,0,0,sales,medium,EMP10703,3,Sales Executive,5.6,0,0.57
0.51,0.89,3.0,230,4.0,0.0,0,0,marketing,low,EMP09459,1,Marketing Analyst,6.0,0,0.55
0.55,0.60,3.0,180,4.0,0.0,1,0,technical,medium,EMP00428,3,Software Engineer,1.7,0,0.36
0.13,0.62,3.0,264,6.0,0.0,0,0,accounting,low,EMP09417,11,Financial Analyst,1.1,0,0.12
0.92,0.93,4.0,225,2.0,0.0,0,1,RandD,medium,EMP13392,7,Research Scientist,9.8,1,0.95
0.37,0.72,3.0,121,2.0,0.0,0,0,sales,low,EMP11382,12,Sales Executive,3.3,0,0.35
0.40,0.51,2.0,139,3.0,0.0,1,0,support,low,EMP14797,5,Customer Support,5.2,0,0.46
0.11,0.79,6.0,292,4.0,0.0,1,0,IT,low,EMP14816,7,IT Support,1.0,1,0.11
0.09,0.96,6.0,245,4.0,0.0,1,0,IT,low,EMP14352,13,IT Support,1.0,1,0.10
0.94,0.51,4.0,229,2.0,1.0,0,0,sales,low,EMP07736,2,Sales Executive,9.4,0,0.94
0.39,0.47,2.0,142,3.0,0.0,1,0,technical,low,EMP01256,13,Software Engineer,3.0,1,0.34
0.51,0.67,4.0,133,3.0,0.0,0,0,sales,medium,EMP07880,4,Sales Executive,6.5,0,0.58
0.79,0.65,5.0,215,2.0,1.0,0,0,sales,medium,EMP10865,7,Sales Executive,8.4,0,0.82
0.48,0.61,3.0,146,3.0,0.0,0,0,marketing,medium,EMP05503,9,Marketing Analyst,4.9,1,0.48
0.66,0.67,3.0,123,4.0,0.0,0,0,IT,medium,EMP06093,4,IT Support,6.9,0,0.68
0.53,0.60,5.0,247,3.0,0.0,0,0,technical,low,EMP05772,4,Software Engineer,4.9,1,0.51
0.14,0.88,3.0,162,4.0,0.0,0,0,marketing,medium,EMP09931,14,Marketing Analyst,1.0,1,0.12
0.56,0.89,3.0,163,3.0,1.0,0,0,technical,high,EMP09809,3,Software Engineer,4.9,1,0.52
0.58,0.66,3.0,250,5.0,0.0,0,0,sales,low,EMP03132,3,Sales Executive,7.1,0,0.64
0.55,0.84,3.0,237,3.0,0.0,0,0,accounting,low,EMP02319,3,Financial Analyst,4.2,0,0.49
0.78,0.66,3.0,164,3.0,0.0,1,0,sales,low,EMP01927,3,Sales Executive,9.4,0,0.86
0.70,0.87,4.0,252,2.0,1.0,0,0,support,low,EMP06308,4,Customer Support,7.3,0,0.72
0.88,0.50,3.0,206,2.0,0.0,0,0,RandD,medium,EMP09233,1,Research Scientist,8.2,1,0.85
0.60,0.64,5.0,221,2.0,0.0,0,0,technical,low,EMP03038,1,Software Engineer,4.0,1,0.50
0.82,0.97,5.0,235,3.0,0.0,0,0,support,medium,EMP04660,8,Customer Support,6.3,0,0.72
0.30,0.66,4.0,119,3.0,0.0,0,0,technical,low,EMP10496,17,Software Engineer,2.6,1,0.28
0.58,0.61,4.0,200,3.0,0.0,0,0,technical,low,EMP08891,5,Software Engineer,5.3,1,0.55
0.13,0.60,3.0,178,5.0,0.0,0,0,support,low,EMP08679,16,Customer Support,1.4,1,0.14
0.88,0.80,3.0,166,2.0,0.0,0,0,IT,low,EMP06474,4,IT Support,10.0,0,0.94
0.42,0.50,2.0,151,3.0,0.0,0,0,sales,low,EMP09782,15,Sales Executive,4.7,1,0.44
0.40,0.51,2.0,139,3.0,0.0,1,0,support,low,EMP12586,13,Customer Support,3.9,0,0.40
0.40,0.54,2.0,141,3.0,0.0,1,0,technical,medium,EMP14857,11,Software Engineer,5.2,1,0.46
0.73,0.95,3.0,222,4.0,0.0,0,0,sales,medium,EMP06432,9,Sales Executive,8.9,0,0.81
0.48,0.97,3.0,224,6.0,0.0,0,0,sales,medium,EMP05431,5,Sales Executive,4.1,0,0.44
0.91,0.91,3.0,167,3.0,0.0,0,0,marketing,medium,EMP03747,0,Marketing Analyst,8.0,0,0.86
0.19,0.85,6.0,210,4.0,0.0,0,0,support,medium,EMP08219,10,Customer Support,1.0,0,0.15
0.31,0.59,4.0,138,2.0,0.0,0,0,RandD,low,EMP07781,18,Research Scientist,3.0,1,0.30
0.46,0.53,2.0,147,3.0,0.0,1,0,sales,low,EMP14888,10,Sales Executive,3.4,0,0.40
0.50,0.84,3.0,259,2.0,0.0,0,0,product_mng,high,EMP08542,4,Product Manager,3.8,0,0.44
0.73,0.60,4.0,166,3.0,0.0,0,0,sales,high,EMP10324,1,Sales Executive,8.3,0,0.78
0.62,0.51,4.0,193,3.0,0.0,0,0,accounting,high,EMP13156,3,Financial Analyst,4.5,0,0.54
0.72,0.84,4.0,256,5.0,0.0,1,0,technical,low,EMP14912,2,Software Engineer,7.1,1,0.72
0.90,0.52,4.0,167,3.0,1.0,0,0,technical,low,EMP08631,9,Software Engineer,9.1,0,0.90
0.65,0.77,4.0,205,3.0,0.0,0,0,sales,low,EMP11500,9,Sales Executive,5.7,0,0.61
0.16,0.97,6.0,235,3.0,0.0,0,0,technical,low,EMP02789,6,Software Engineer,3.0,1,0.23
0.82,0.77,3.0,108,6.0,0.0,0,0,product_mng,medium,EMP06631,3,Product Manager,6.4,1,0.73
0.38,0.53,2.0,157,3.0,0.0,1,0,sales,low,EMP00001,6,Sales Executive,4.5,0,0.42
0.37,0.52,2.0,143,3.0,0.0,1,0,marketing,low,EMP14364,17,Marketing Analyst,1.0,0,0.24
0.90,0.53,3.0,215,3.0,0.0,0,0,marketing,low,EMP03061,2,Marketing Analyst,9.0,1,0.90
0.61,0.79,5.0,230,10.0,0.0,0,0,management,high,EMP13966,3,Operations Manager,7.8,1,0.70
0.94,0.74,4.0,224,5.0,0.0,0,0,sales,low,EMP07574,6,Sales Executive,8.6,0,0.90
0.32,0.86,4.0,266,4.0,0.0,0,0,RandD,low,EMP10989,12,Research Scientist,2.0,1,0.26
0.94,0.90,4.0,144,4.0,0.0,0,0,support,low,EMP11689,2,Customer Support,9.5,0,0.94
0.48,0.86,5.0,198,4.0,0.0,0,0,technical,low,EMP10884,16,Software Engineer,5.9,1,0.54
0.57,0.77,4.0,245,3.0,0.0,0,0,product_mng,medium,EMP03504,0,Product Manager,6.3,1,0.60
0.68,1.00,3.0,205,4.0,0.0,0,0,accounting,low,EMP07863,9,Financial Analyst,6.8,0,0.68
0.69,0.65,4.0,136,2.0,0.0,0,0,sales,medium,EMP05894,9,Sales Executive,6.7,0,0.68
0.40,0.64,3.0,188,3.0,0.0,0,0,support,low,EMP05806,7,Customer Support,2.0,0,0.30
0.98,0.58,4.0,133,3.0,0.0,0,0,sales,low,EMP11356,0,Sales Executive,10.0,0,0.99
0.43,0.47,2.0,135,3.0,0.0,1,0,sales,low,EMP00317,5,Sales Executive,5.0,0,0.46
0.23,0.68,5.0,244,3.0,0.0,0,0,support,low,EMP08521,9,Customer Support,1.8,0,0.20
0.42,0.54,2.0,143,3.0,1.0,1,0,sales,low,EMP12484,8,Sales Executive,3.2,1,0.37
0.28,0.89,4.0,97,6.0,0.0,0,0,management,low,EMP13402,14,Operations Manager,3.7,0,0.32
0.61,0.98,2.0,238,4.0,0.0,0,0,support,medium,EMP10585,1,Customer Support,6.7,1,0.64
0.67,0.80,4.0,137,2.0,0.0,0,0,support,medium,EMP07912,8,Customer Support,7.0,0,0.68
0.70,0.79,6.0,257,4.0,0.0,0,0,technical,medium,EMP05860,8,Software Engineer,7.6,1,0.73
0.63,0.48,4.0,179,3.0,0.0,0,0,marketing,low,EMP11456,1,Marketing Analyst,6.5,1,0.64
0.79,0.73,4.0,226,3.0,0.0,0,0,sales,medium,EMP05124,5,Sales Executive,8.1,0,0.80
0.38,0.55,2.0,158,3.0,0.0,1,0,support,low,EMP12509,9,Customer Support,4.3,0,0.40
0.59,0.57,4.0,261,2.0,0.0,0,0,IT,high,EMP05791,9,IT Support,6.4,0,0.62
0.95,0.74,4.0,258,3.0,0.0,0,0,technical,medium,EMP07145,1,Software Engineer,8.9,0,0.92
0.69,0.98,3.0,261,4.0,0.0,0,0,sales,medium,EMP09869,1,Sales Executive,6.7,0,0.68
0.58,0.79,5.0,197,3.0,0.0,0,0,RandD,medium,EMP06182,8,Research Scientist,6.3,1,0.60
0.83,0.57,3.0,137,2.0,0.0,0,0,marketing,medium,EMP04437,0,Marketing Analyst,9.9,1,0.91
0.91,0.92,4.0,246,5.0,0.0,1,0,sales,low,EMP12409,6,Sales Executive,8.3,1,0.87
0.95,0.75,3.0,253,4.0,0.0,0,0,accounting,low,EMP04305,2,Financial Analyst,10.0,0,0.98
0.68,0.99,3.0,159,2.0,0.0,0,0,accounting,medium,EMP13698,2,Financial Analyst,6.2,0,0.65
0.92,0.46,5.0,195,5.0,0.0,0,0,support,low,EMP04171,1,Customer Support,10.0,0,0.96
0.73,0.60,4.0,224,3.0,0.0,0,0,sales,medium,EMP05279,9,Sales Executive,9.2,0,0.82
0.78,0.96,2.0,174,3.0,0.0,0,0,sales,low,EMP09489,5,Sales Executive,6.1,0,0.70
0.36,0.48,2.0,158,3.0,0.0,1,0,IT,low,EMP00217,19,IT Support,1.2,1,0.24
0.59,0.73,4.0,247,10.0,0.0,0,0,management,high,EMP13847,9,Operations Manager,4.2,0,0.50
0.81,0.53,3.0,258,2.0,0.0,0,0,IT,low,EMP07316,3,IT Support,6.5,0,0.73
0.46,0.53,2.0,147,3.0,0.0,1,0,sales,low,EMP01852,12,Sales Executive,5.2,0,0.49
0.90,0.99,4.0,190,2.0,0.0,0,0,sales,low,EMP03449,8,Sales Executive,9.8,0,0.94
0.43,0.60,3.0,138,3.0,0.0,0,1,RandD,medium,EMP04502,12,Research Scientist,4.9,1,0.46
0.41,0.46,2.0,128,3.0,0.0,1,0,accounting,low,EMP00867,16,Financial Analyst,4.6,1,0.43
0.57,0.72,3.0,206,3.0,0.0,0,0,sales,medium,EMP08185,6,Sales Executive,5.8,0,0.57
0.10,0.80,7.0,281,4.0,0.0,1,0,technical,low,EMP00044,14,Software Engineer,1.0,1,0.10
0.78,0.99,4.0,255,6.0,0.0,1,0,sales,low,EMP00018,3,Sales Executive,8.8,0,0.83
0.63,0.91,3.0,252,2.0,0.0,0,0,RandD,high,EMP06026,4,Research Scientist,6.3,1,0.63
0.62,0.49,4.0,174,3.0,0.0,0,0,technical,medium,EMP09124,7,Software Engineer,6.7,1,0.64
0.37,0.54,2.0,157,3.0,0.0,1,0,support,low,EMP01884,11,Customer Support,1.4,0,0.26
0.10,0.87,6.0,248,4.0,0.0,1,0,sales,low,EMP01695,8,Sales Executive,1.0,0,0.10
0.78,0.67,5.0,209,3.0,0.0,0,0,technical,low,EMP09984,5,Software Engineer,8.8,1,0.83
0.71,0.74,3.0,163,3.0,1.0,0,0,marketing,medium,EMP02373,4,Marketing Analyst,6.4,1,0.68
0.75,0.49,4.0,208,4.0,0.0,0,0,technical,low,EMP09677,8,Software Engineer,6.1,0,0.68
0.74,0.99,4.0,233,5.0,0.0,1,0,IT,low,EMP12522,9,IT Support,8.0,1,0.77
0.24,0.81,6.0,263,7.0,0.0,0,0,management,high,EMP13785,15,Operations Manager,2.4,0,0.24
0.77,0.48,3.0,204,6.0,0.0,0,0,sales,high,EMP07949,2,Sales Executive,7.3,1,0.75
0.55,0.87,3.0,201,2.0,0.0,0,0,technical,medium,EMP10743,1,Software Engineer,7.0,1,0.62
0.72,0.67,5.0,219,3.0,0.0,0,0,IT,low,EMP04337,2,IT Support,8.5,0,0.78
0.42,1.00,3.0,202,3.0,0.0,1,0,sales,medium,EMP12685,15,Sales Executive,4.0,0,0.41
0.45,0.53,2.0,155,3.0,0.0,1,0,IT,low,EMP14353,12,IT Support,5.2,1,0.48
0.76,0.65,3.0,220,3.0,0.0,0,0,sales,low,EMP03838,9,Sales Executive,8.7,0,0.82
0.72,0.75,4.0,211,4.0,0.0,0,0,sales,medium,EMP13829,1,Sales Executive,6.1,0,0.66
0.15,0.90,5.0,284,4.0,0.0,0,0,support,low,EMP06087,12,Customer Support,1.0,0,0.12
0.60,0.98,4.0,192,3.0,0.0,0,0,technical,low,EMP08510,8,Software Engineer,4.1,0,0.50
0.30,0.53,3.0,148,4.0,0.0,0,0,IT,medium,EMP06557,13,IT Support,4.1,1,0.36
0.70,0.57,4.0,150,4.0,0.0,0,0,sales,high,EMP07888,6,Sales Executive,7.6,0,0.73
0.60,0.85,5.0,187,4.0,0.0,0,0,technical,medium,EMP06299,6,Software Engineer,6.9,1,0.64
0.78,0.57,3.0,209,3.0,0.0,0,0,product_mng,medium,EMP13964,6,Product Manager,7.2,0,0.75
0.79,0.48,5.0,200,3.0,0.0,0,0,sales,low,EMP06126,8,Sales Executive,8.2,0,0.80
0.50,0.77,4.0,180,3.0,0.0,0,0,sales,medium,EMP13075,1,Sales Executive,4.5,0,0.48
0.45,0.60,6.0,176,4.0,0.0,0,0,sales,medium,EMP03306,19,Sales Executive,4.4,1,0.45
0.11,0.84,6.0,287,4.0,0.0,1,0,accounting,medium,EMP00260,19,Financial Analyst,1.0,1,0.11
0.69,0.75,5.0,196,3.0,0.0,0,0,support,medium,EMP10740,1,Customer Support,6.1,0,0.65
0.81,0.98,5.0,245,5.0,0.0,1,0,IT,low,EMP00444,1,IT Support,8.6,0,0.84
0.40,0.57,2.0,160,3.0,0.0,1,0,accounting,low,EMP12563,6,Financial Analyst,4.7,0,0.44
0.44,0.66,6.0,134,8.0,0.0,0,0,RandD,high,EMP11662,14,Research Scientist,4.0,1,0.42
0.72,0.79,4.0,154,3.0,0.0,0,0,IT,medium,EMP09297,9,IT Support,5.7,0,0.64
0.95,0.53,4.0,143,3.0,0.0,0,0,support,low,EMP09672,9,Customer Support,10.0,0,0.98
0.94,0.92,3.0,187,2.0,0.0,0,0,marketing,low,EMP05272,8,Marketing Analyst,9.7,1,0.96
0.75,0.53,3.0,166,3.0,0.0,0,0,sales,high,EMP10090,1,Sales Executive,6.2,1,0.68
0.21,0.76,4.0,165,6.0,1.0,0,0,product_mng,low,EMP05641,11,Product Manager,3.3,1,0.27
0.10,0.79,6.0,275,4.0,0.0,1,0,management,low,EMP14874,7,Operations Manager,2.4,0,0.17
0.87,0.57,3.0,149,3.0,0.0,0,0,support,low,EMP09675,5,Customer Support,7.0,0,0.78
0.10,0.94,6.0,285,4.0,0.0,1,0,support,medium,EMP14521,7,Customer Support,1.0,0,0.10
0.09,0.87,3.0,214,2.0,0.0,1,0,support,medium,EMP12766,15,Customer Support,1.0,1,0.10
0.18,0.62,3.0,165,4.0,0.0,0,0,technical,medium,EMP08894,6,Software Engineer,4.2,1,0.30
0.65,0.54,4.0,147,10.0,0.0,0,0,sales,low,EMP13775,2,Sales Executive,7.9,0,0.72
0.89,0.65,5.0,195,6.0,0.0,1,0,support,low,EMP00431,9,Customer Support,7.4,0,0.82
0.96,0.47,2.0,233,5.0,1.0,0,0,technical,low,EMP06376,8,Software Engineer,8.9,0,0.92
0.62,0.64,3.0,240,2.0,0.0,0,0,technical,medium,EMP02329,4,Software Engineer,6.6,1,0.64
0.99,0.80,5.0,254,5.0,0.0,0,0,sales,medium,EMP05437,5,Sales Executive,10.0,0,1.00
0.49,0.71,3.0,255,2.0,1.0,0,0,accounting,low,EMP04202,11,Financial Analyst,5.0,0,0.50
0.57,0.72,4.0,275,6.0,0.0,1,0,technical,medium,EMP00578,9,Software Engineer,5.0,0,0.53
0.88,1.00,5.0,219,6.0,1.0,1,0,technical,low,EMP14727,0,Software Engineer,9.3,1,0.90
0.37,0.46,2.0,140,3.0,0.0,1,0,support,low,EMP12056,15,Customer Support,3.2,0,0.34
